numTreatments,instCode,journals,dois,country,name,type,country_name,region
10,NSW,PhytoKeys;ZooKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.151.51909;10.3897/zookeys.517.10187,AU,Royal Botanic Gardens & Domain Trust,HERBARIUM,Australia,GN
6,NE,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.57.5784,AU,University of New England,HERBARIUM,Australia,GN
5,CORD,PhytoKeys,10.3897/phytokeys.74.10159,AR,Herbario CORD,HERBARIUM,Argentina,GS
6,SI,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.65.7024,AR,Instituto de Botánica Darwinion,HERBARIUM,Argentina,GS
8,LPB,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.58.6973,BO,"Herbario Nacional de Bolivia, Universidad Mayor de San Andrés",HERBARIUM,"Bolivia, Plurinational State of",GN
5,WIS,PhytoKeys,10.3897/phytokeys.74.10159,US,University of Wisconsin,UNIVERSITY_COLLEGE,United States,GN
7,USZ,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.58.6973,BO,"Herbario del Oriente Boliviano (USZ), Museo de Historia Natural Noel Kempff Mercado, UAGRM",HERBARIUM,"Bolivia, Plurinational State of",GN
5,UT,PhytoKeys,10.3897/phytokeys.74.10159,,"University of Texas at Austin, Non-vertebrate Paleontology Lab",,,
27,KYO,PhytoKeys;ZooKeys,10.3897/phytokeys.73.10019;10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.65.8792;10.3897/phytokeys.65.7403;10.3897/phytokeys.65.6726;10.3897/zookeys.568.6721;10.3897/phytokeys.57.6347,JP,Kyoto University,HERBARIUM,Japan,GN
2,OSA,PhytoKeys,10.3897/phytokeys.73.10019,JP,Osaka Museum of Natural History,HERBARIUM,Japan,GN
4,FRI,PhytoKeys,10.3897/phytokeys.73.9737,JP,"Food Research Institute, Ministry of Agriculture, Forestry and Fisheries",,Japan,GN
8,KEP,PhytoKeys,10.3897/phytokeys.73.9737;10.3897/phytokeys.110.25846;10.3897/phytokeys.98.23903;10.3897/phytokeys.172.59336;10.3897/phytokeys.174.62023,MY,Forest Research Institute Malaysia,HERBARIUM,Malaysia,GS
4,SAN,PhytoKeys,10.3897/phytokeys.73.9737,MY,Forest Research Centre,HERBARIUM,Malaysia,GS
4,KLU,PhytoKeys,10.3897/phytokeys.73.9737,MY,University of Malaya,HERBARIUM,Malaysia,GS
7,PNH,PhytoKeys,10.3897/phytokeys.73.10055;10.3897/phytokeys.69.9466;10.3897/phytokeys.61.7295,PH,National Museum,HERBARIUM,Philippines,GS
2,CAHUP,PhytoKeys,10.3897/phytokeys.73.10055,PH,University of the Philippines Los Baños,HERBARIUM,Philippines,GS
2,BPL,PhytoKeys,10.3897/phytokeys.73.10055,GB,Museum of Barnstaple & North Devon,HERBARIUM,United Kingdom,GN
2,UPLB,PhytoKeys,10.3897/phytokeys.73.10055,PH,"Museum of Natural History, University of the Philippines",,Philippines,GS
9,FLAS,PhytoKeys;MycoKeys,10.3897/phytokeys.72.9355;10.3897/phytokeys.67.6703;10.3897/mycokeys.80.64435;10.3897/mycokeys.30.22887;10.3897/phytokeys.86.11249;10.3897/mycokeys.56.30280,,,,,
26,WAG,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.68.9576;10.3897/phytokeys.63.6262,NL,Naturalis,HERBARIUM,Netherlands,GN
20,BR,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.133.38694,BR,Embrapa Agrobiology Diazothrophic Microbial Culture Collection,,Brazil,GS
1,GC,PhytoKeys,10.3897/phytokeys.69.9292,,Goucher College,,,
13,YA,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.61.7017,CM,National Herbarium of Cameroon,HERBARIUM,Cameroon,GS
17,EA,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.63.6262,,,,,
3,UPS,PhytoKeys,10.3897/phytokeys.69.9292,SE,Museum of Evolution,HERBARIUM,Sweden,GN
3,TAN,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.167.58538,MG,Parc Botanique et Zoologique de Tsimbazaza (PBZT),HERBARIUM,Madagascar,GN
7,BRLU,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.61.7017,,,,,
9,LBV,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.68.9576;10.3897/phytokeys.61.7017,GA,CENAREST,HERBARIUM,Gabon,GS
6,MA,PhytoKeys,10.3897/phytokeys.69.9292,ES,Real Jardín Botánico,HERBARIUM,Spain,GN
11,LISC,PhytoKeys,10.3897/phytokeys.69.9292,PT,Instituto de Investigação Científica Tropical,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,Portugal,GN
6,LMU,PhytoKeys,10.3897/phytokeys.69.9292,MZ,Eduardo Mondlane University,HERBARIUM,Mozambique,GS
11,PRE,PhytoKeys,10.3897/phytokeys.69.9292,ZA,South African National Biodiversity Institute,HERBARIUM,South Africa,GS
8,HBG,PhytoKeys,10.3897/phytokeys.69.9292,DE,University of Hamburg,HERBARIUM,Germany,GN
6,PH,PhytoKeys,10.3897/phytokeys.69.9292,US,Academy of Natural Sciences,HERBARIUM,United States,GN
9,SRGH,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.133.38694,ZW,Botanic Garden,HERBARIUM,Zimbabwe,GS
7,FHO,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.71.9203,GB,University of Oxford,HERBARIUM,United Kingdom,GN
6,NU,PhytoKeys,10.3897/phytokeys.69.9292,TH,"Department of Microbiology, Faculty of Science",,Thailand,GS
9,LMA,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.133.38694,MZ,Institute for Agricultural Research of Mozambique,HERBARIUM,Mozambique,GS
1,AIBU,PhytoKeys,10.3897/phytokeys.69.9302,TR,Abant Izzet Baysal Üniversitesi,HERBARIUM,Turkey,GN
5,WM,PhytoKeys;ZooKeys,10.3897/phytokeys.69.8844;10.3897/zookeys.529.6139,SD,Gezira Research Station,HERBARIUM,Sudan,GS
5,CANB,PhytoKeys,10.3897/phytokeys.69.8844;10.3897/phytokeys.63.7743;10.3897/phytokeys.151.51909,AU,Australian National Herbarium,HERBARIUM,Australia,GN
1,EM,PhytoKeys,10.3897/phytokeys.69.8844,,,,,
7,GAZI,PhytoKeys,10.3897/phytokeys.69.8360;10.3897/phytokeys.68.9089;10.3897/phytokeys.61.7082;10.3897/phytokeys.56.5755;10.3897/phytokeys.65.8571,TR,Gazi University,HERBARIUM,Turkey,GN
25,FU,PhytoKeys;ZooKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.58.5292;10.3897/zookeys.938.51614;10.3897/phytokeys.65.8792;10.3897/phytokeys.65.7403;10.3897/phytokeys.65.6726;10.3897/phytokeys.58.6816;10.3897/phytokeys.57.6347;10.3897/zookeys.1028.63822,CN,"Fudan University, Department of Biology",,China,GS
11,HN,PhytoKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.69.9272;10.3897/phytokeys.62.7974;10.3897/phytokeys.149.51710;10.3897/phytokeys.166.55731,VN,Vietnam Academy of Science and Technology (VAST),HERBARIUM,Viet Nam,GN
14,VNM,PhytoKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.149.51710;10.3897/phytokeys.65.6726;10.3897/phytokeys.57.6347,VN,Institute of Tropical Biology,HERBARIUM,Viet Nam,GN
1,CAL,PhytoKeys,10.3897/phytokeys.68.9975,IN,Botanical Survey of India,HERBARIUM,India,GS
1,BSD,PhytoKeys,10.3897/phytokeys.68.9975,IN,"Botanical Survey of India, Northern Regional Centre",HERBARIUM,India,GS
1,VANF,PhytoKeys,10.3897/phytokeys.68.8745,TR,Van Flora Application and Research Center,HERBARIUM,Turkey,GN
1,JAUM,PhytoKeys,10.3897/phytokeys.65.8674,CO,Fundación Jardín Botánico Joaquín Antonio Uribe,HERBARIUM,Colombia,GS
1,UGDA,PhytoKeys,10.3897/phytokeys.65.8674,PL,Gdansk University,HERBARIUM,Poland,GN
1,NOCC,PhytoKeys,10.3897/phytokeys.65.8254,CN,The National Orchid Conservation Center,HERBARIUM,China,GS
11,USM,PhytoKeys;ZooKeys,10.3897/phytokeys.65.7024;10.3897/phytokeys.64.6864;10.3897/zookeys.545.6415,MY,Universiti Sains Malaysia,,Malaysia,GS
3,CUZ,PhytoKeys,10.3897/phytokeys.65.7024;10.3897/phytokeys.64.6864,PE,Universidad Nacional de San Antonio Abad del Cusco,HERBARIUM,Peru,GS
1,UJAT,PhytoKeys,10.3897/phytokeys.65.8454,MX,Universidad Juárez Autónoma de Tabasco,HERBARIUM,Mexico,GS
3,HUT,PhytoKeys,10.3897/phytokeys.64.6864,JP,HUT Culture Collection,,Japan,GN
2,AMAZ,PhytoKeys,10.3897/phytokeys.64.6864,PE,Universidad Nacional de la Amazónia Peruana,HERBARIUM,Peru,GS
2,HAO,PhytoKeys,10.3897/phytokeys.64.6864;10.3897/phytokeys.63.8895,PE,Universidad Privada Antenor Orrego,HERBARIUM,Peru,GS
1,RHS,PhytoKeys,10.3897/phytokeys.63.8895,GB,"Plant Pathology, The Royal Horticultural Society",,United Kingdom,GN
1,FTG,PhytoKeys,10.3897/phytokeys.63.8895,US,Fairchild Tropical Botanic Garden,HERBARIUM,United States,GN
6,UMUTZ,ZooKeys,10.3897/zookeys.522.10294;10.3897/zookeys.587.8188,JP,"Department of Zoology, University Museum",,Japan,GN
1,MZS,ZooKeys,10.3897/zookeys.522.10294,FR,"Universite de Strasbourg, Musee de Zoologie",,France,GN
2,SMBL,ZooKeys,10.3897/zookeys.522.10294,JP,"Seto Marine Biological Laboratory, Kyoto University",,Japan,GN
1,ORI,ZooKeys,10.3897/zookeys.522.10294,ZA,Ocean Research Institute,,South Africa,GS
14,OUM,ZooKeys,10.3897/zookeys.758.24169;10.3897/zookeys.639.10893;10.3897/zookeys.596.8332,GB,Oxford University Museum of Natural History,,United Kingdom,GN
7,RSKM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.755.23939;10.3897/jhr.77.53704,CA,Royal Saskatchewan Museum,MUSEUM,Canada,GN
51,KUNHM,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.658.10928;10.3897/zookeys.622.9155,,,,,
35,UCBME,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.646.11411,,,,,
9,CUM,ZooKeys,10.3897/zookeys.755.23939,,,,,
58,PCYU,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.591.7731,CA,The Packer Collection at York University,UNIVERSITY_COLLEGE,Canada,GN
20,ABS,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.755.23939;10.3897/zookeys.533.6004;10.3897/jhr.80.59466,US,Archbold Biological Station,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,United States,GN
6,JBWM,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.559.6134,,,,,
6,NCSU,ZooKeys,10.3897/zookeys.755.23939,US,North Carolina State University Insect Museum,MUSEUM,United States,GN
15,QVM,ZooKeys,10.3897/zookeys.754.25704;10.3897/zookeys.687.14872;10.3897/zookeys.652.12035;10.3897/zookeys.632.10657,AU,Queen Victoria Museum,,Australia,GN
5,BOR/COL,ZooKeys,10.3897/zookeys.754.24276,,,,,
2,SP,ZooKeys,10.3897/zookeys.754.24276,BR,Instituto de Botânica,HERBARIUM,Brazil,GS
44,IBSP,ZooKeys,10.3897/zookeys.753.20805;10.3897/zookeys.589.7951;10.3897/zookeys.622.8682;10.3897/zookeys.1031.62181;10.3897/zookeys.771.24921;10.3897/zookeys.726.19778,BR,Instituto Biologico de Sao Paulo,,Brazil,GS
18,ISLA,ZooKeys;Subterranean Biology,10.3897/zookeys.753.20805;10.3897/subtbiol.36.54034;10.3897/zookeys.790.27193;10.3897/subtbiol.27.25777;10.3897/zookeys.726.19778;10.3897/zookeys.589.7951;10.3897/zookeys.600.8580;10.3897/zookeys.622.8682;10.3897/subtbiol.37.60483,,,,,
3,RMRAC,ZooKeys,10.3897/zookeys.753.22366,,,,,
9,CBM,ZooKeys,10.3897/zookeys.752.23712,JP,"Natural History Museum and Institute, Chiba",HERBARIUM,Japan,GN
12,NTOU,ZooKeys,10.3897/zookeys.752.23712;10.3897/zookeys.858.35198;10.3897/zookeys.1008.59966,TW,"Institute of Marine Biology, National Taiwan Ocean University",,"Taiwan, Province of China",GN
13,LKCNHM ZRC,ZooKeys,10.3897/zookeys.752.23712,,,,,
10,NWAFU,ZooKeys,10.3897/zookeys.750.23486;10.3897/zookeys.832.30301;10.3897/zookeys.880.38033;10.3897/zookeys.545.5992;10.3897/zookeys.635.9915;10.3897/zookeys.605.8944,,,,,
15,MSPU,ZooKeys,10.3897/zookeys.750.22764;10.3897/zookeys.737.21191;10.3897/zookeys.673.12084;10.3897/zookeys.1005.54882;10.3897/zookeys.658.11227,,,,,
1,TPM,ZooKeys,10.3897/zookeys.750.22764,,,,,
2,EFC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.742.22854;10.3897/jhr.76.38340,BR,Escola de Florestas,HERBARIUM,Brazil,GS
2,NTUM,ZooKeys,10.3897/zookeys.740.21729,TW,National Taiwan University,,"Taiwan, Province of China",GN
5,KUM,ZooKeys,10.3897/zookeys.740.20458;10.3897/zookeys.987.53648;10.3897/zookeys.559.6755,GH,Resource Management Support Center,HERBARIUM,Ghana,GS
24,MHBU,ZooKeys,10.3897/zookeys.738.19884;10.3897/zookeys.880.34712;10.3897/zookeys.770.25491;10.3897/zookeys.748.23273;10.3897/zookeys.709.14755;10.3897/zookeys.857.29011;10.3897/zookeys.852.31611;10.3897/zookeys.525.6021;10.3897/zookeys.677.10399;10.3897/zookeys.553.6654;10.3897/zookeys.595.7569;10.3897/zookeys.600.7924;10.3897/zookeys.936.48577;10.3897/zookeys.968.48723;10.3897/zookeys.604.9049;10.3897/zookeys.1040.59547,,,,,
11,IAvH,ZooKeys,10.3897/zookeys.738.22273;10.3897/zookeys.714.15113;10.3897/zookeys.668.11350;10.3897/zookeys.1031.56035,CO,Instituto de Ivestigacion de los Recursos Biologicos Alexander von Humboldt,,Colombia,GS
4,CZUG,ZooKeys,10.3897/zookeys.736.21628,MX,"Universidad de Guadalajara,Centro de Estudios en Zoologia, Entomologia",,Mexico,GS
4,NIWA,ZooKeys,10.3897/zookeys.733.14052;10.3897/zookeys.731.19948,NZ,National Institute of Water and Atmospheric Research,OTHER_INSTITUTIONAL_TYPE,New Zealand,GN
7,CASENT,ZooKeys,10.3897/zookeys.727.20222,,,,,
1,FM,ZooKeys,10.3897/zookeys.727.20222,CN,"Department of Nature, Fujian Province Museum",,China,GS
2,IMAU,ZooKeys,10.3897/zookeys.725.21267;10.3897/zookeys.1000.57577,CN,"Inner Mongolia Agricultural University, Key Laboratory of Dairy Biotechnology and Engineering",,China,GS
10,UZC,ZooKeys,10.3897/zookeys.724.21415;10.3897/zookeys.1039.66493,,,,,
3,DZUB,ZooKeys,10.3897/zookeys.724.20680,,,,,
1,NUYS,ZooKeys,10.3897/zookeys.721.13918,,,,,
8,HIC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.718.21151;10.3897/jhr.68.30131,US,"Hymenoptera Institute Collection, University of Kentucky",UNIVERSITY_COLLEGE,United States,GN
4,NTNU-VM,ZooKeys,10.3897/zookeys.717.21885;10.3897/zookeys.845.32428,NO,NTNU Museum of Natural History and Archaeology,MUSEUM,Norway,GN
3,CNHE,ZooKeys,10.3897/zookeys.716.13724;10.3897/zookeys.852.28964,,,,,
1,MZFC-HE,ZooKeys,10.3897/zookeys.716.13724,,,,,
33,UASM,ZooKeys,10.3897/zookeys.714.15113;10.3897/zookeys.626.10033;10.3897/zookeys.1007.60012,CA,"University of Alberta, E.H. Strickland Entomological Museum",,Canada,GN
3,UCMS,ZooKeys,10.3897/zookeys.711.17766,,,,,
6,MUSENUV,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.711.20683;10.3897/jhr.67.29733,,,,,
20,LUNZ,ZooKeys,10.3897/zookeys.707.12649,NZ,Lincoln University Entomology Research Museum,,New Zealand,GN
11,CMNZ,ZooKeys,10.3897/zookeys.707.12649,NZ,Canterbury Museum,MUSEUM,New Zealand,GN
8,MONZ,ZooKeys,10.3897/zookeys.707.12649,,,,,
8,AMNZ,ZooKeys,10.3897/zookeys.707.12649,NZ,Auckland Institute and Museum,MUSEUM,New Zealand,GN
37,TARI,ZooKeys,10.3897/zookeys.705.10296;10.3897/zookeys.857.34465;10.3897/zookeys.856.30838;10.3897/zookeys.912.47719;10.3897/zookeys.990.55542;10.3897/zookeys.993.53805;10.3897/zookeys.568.7125,TW,Taiwan Agricultural Research Institute,,"Taiwan, Province of China",GN
79,CEMT,ZooKeys,10.3897/zookeys.702.14728;10.3897/zookeys.699.12031;10.3897/zookeys.1001.58447;10.3897/zookeys.747.22731;10.3897/zookeys.743.23029;10.3897/zookeys.999.53130,,,,,
72,ACUA,ZooKeys,10.3897/zookeys.701.13261;10.3897/zookeys.582.7684,,,,,
137,DZUP,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.699.12031;10.3897/zookeys.854.35133;10.3897/zookeys.541.6297;10.3897/zookeys.677.12435;10.3897/zookeys.631.10718;10.3897/zookeys.628.9805;10.3897/jhr.79.57686;10.3897/zookeys.1001.58447;10.3897/zookeys.1005.57629;10.3897/zookeys.566.7344;10.3897/zookeys.566.6982;10.3897/jhr.81.60048,BR,"Universidade Federal do Parana, Colecao de Entomologia Pe. Jesus Santiago Moure",UNIVERSITY_COLLEGE,Brazil,GS
3,MLPA,ZooKeys,10.3897/zookeys.699.12031,,,,,
20,ZMHB,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.699.12031;10.3897/zookeys.879.37721;10.3897/zookeys.667.6080;10.3897/zookeys.537.6115;10.3897/zookeys.635.9915;10.3897/zookeys.609.9327;10.3897/nl.39.9090,DE,Museum fuer Naturkunde der Humboldt-Universitat,,Germany,GN
5,MLUH,ZooKeys,10.3897/zookeys.699.12031,DE,Martin Luther Universitaet,,Germany,GN
22,SDEI,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.699.12031;10.3897/zookeys.664.11881;10.3897/zookeys.973.51435;10.3897/jhr.74.39299;10.3897/dez.68.60611;10.3897/jhr.72.38908;10.3897/jhr.72.39339;10.3897/zookeys.639.10893,DE,Senckenberg Deutsches Entomologisches Institut,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,Germany,GN
16,FLMNH,Zoosystematics and Evolution;ZooKeys,10.3897/zse.95.33880;10.3897/zookeys.527.6087;10.3897/zookeys.533.6004,US,Florida Museum of Natural History,MUSEUM,United States,GN
3,MNHNP,Zoosystematics and Evolution,10.3897/zse.94.21754,,Museo Nacional de Historia Natural del Paraguay,,,
2,MCP,Zoosystematics and Evolution,10.3897/zse.94.22106,BR,Pontificia Universidade Catolica do Rio Grande do Sul,,Brazil,GS
19,SANC,ZooKeys,10.3897/zookeys.879.37721;10.3897/zookeys.688.13632;10.3897/zookeys.963.53470;10.3897/zookeys.558.6112,ZA,Agricultural Research Council-Plant Protection Research Institute,MUSEUM,South Africa,GS
19,ISAM,ZooKeys,10.3897/zookeys.879.37721;10.3897/zookeys.848.34207;10.3897/zookeys.688.13632;10.3897/zookeys.963.53470,,,,,
9,ISEA,ZooKeys,10.3897/zookeys.876.36743;10.3897/zookeys.662.11267;10.3897/zookeys.620.9372,,,,,
1,ISB,ZooKeys,10.3897/zookeys.876.36743,RO,"Institute of Spelology ""Emile Racovita""",,Romania,GN
1,RAM,ZooKeys,10.3897/zookeys.871.35974,US,Raymond M. Alf Museum of Paleontology,MUSEUM,United States,GN
3,HAU,ZooKeys,10.3897/zookeys.867.36247;10.3897/zookeys.760.22595;10.3897/zookeys.736.20739,,,,,
3,NHT,PhytoKeys,10.3897/phytokeys.63.6262,TZ,Tropical Pesticides Research Institute,HERBARIUM,"Tanzania, United Republic of",GN
4,DSM,PhytoKeys,10.3897/phytokeys.63.6262;10.3897/phytokeys.174.61630,DE,Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,Germany,GN
3,OWU,PhytoKeys,10.3897/phytokeys.63.6262,US,Ohio Wesleyan University Museum of Natural History,MUSEUM,United States,GN
3,TFD,PhytoKeys,10.3897/phytokeys.63.6262,TZ,Tanzania Forestry Research Institute,HERBARIUM,"Tanzania, United Republic of",GN
7,IBSC,PhytoKeys,10.3897/phytokeys.63.8016;10.3897/phytokeys.146.50728;10.3897/phytokeys.171.59562;10.3897/phytokeys.171.57277,CN,South China Botanical Garden,HERBARIUM,China,GS
2,BUPL,PhytoKeys,10.3897/phytokeys.63.7743;10.3897/phytokeys.61.6995,US,Bucknell University,HERBARIUM,United States,GN
4,PERTH,PhytoKeys,10.3897/phytokeys.63.7743;10.3897/phytokeys.151.51909,AU,Western Australian Herbarium,HERBARIUM,Australia,GN
2,CONN,PhytoKeys,10.3897/phytokeys.63.7743;10.3897/phytokeys.61.6995,US,University of Connecticut,HERBARIUM,United States,GN
1,ISTE,PhytoKeys,10.3897/phytokeys.63.8033,TR,University of Istanbul,HERBARIUM,Turkey,GN
3,CDBI,PhytoKeys,10.3897/phytokeys.62.8101;10.3897/phytokeys.161.53010,CN,"Chengdu Institute of Biology, Chinese Academy of Sciences",HERBARIUM,China,GS
13,BKF,PhytoKeys,10.3897/phytokeys.62.7974;10.3897/phytokeys.65.8792;10.3897/phytokeys.65.7403;10.3897/phytokeys.58.6816;10.3897/phytokeys.57.6347,TH,"Department of National Parks, Wildlife and Plant Conservation",HERBARIUM,Thailand,GS
7,QCA,PhytoKeys,10.3897/phytokeys.62.7953;10.3897/phytokeys.56.5306;10.3897/phytokeys.160.54993,,,,,
1,ID,PhytoKeys,10.3897/phytokeys.62.7953,US,University of Idaho,HERBARIUM,United States,GN
2,MH,PhytoKeys,10.3897/phytokeys.62.7623,IN,Tamil Nadu Agricultural University Campus at Coimbatore,HERBARIUM,India,GS
1,GOET,PhytoKeys,10.3897/phytokeys.62.7548,DE,Universität Göttingen,HERBARIUM,Germany,GN
5,BO,PhytoKeys,10.3897/phytokeys.62.7548;10.3897/phytokeys.61.7590,ID,Research Centre for Biology,HERBARIUM,Indonesia,GS
1,CEB,PhytoKeys,10.3897/phytokeys.62.7548,ID,Tadulako University,HERBARIUM,Indonesia,GS
1,FB,PhytoKeys,10.3897/phytokeys.62.7548,DE,Albert-Ludwigs Universität,HERBARIUM,Germany,GN
2,PUH,PhytoKeys,10.3897/phytokeys.61.7295,PH,University of the Philippines,HERBARIUM,Philippines,GS
8,BHCB,PhytoKeys,10.3897/phytokeys.61.7258;10.3897/phytokeys.57.6489,BR,Universidade Federal de Minas Gerais,HERBARIUM,Brazil,GS
2,DNA,PhytoKeys,10.3897/phytokeys.61.6995;10.3897/phytokeys.124.33526,AU,Department of Environment Parks and Water Security,HERBARIUM,Australia,GN
1,CTM,PhytoKeys,10.3897/phytokeys.61.6995,TN,Centre de Biotechnologie de Sfax culture collection,,Tunisia,GS
1,AMES,PhytoKeys,10.3897/phytokeys.58.6479,US,Harvard University,HERBARIUM,United States,GN
1,AMO,PhytoKeys,10.3897/phytokeys.58.6479,MX,"Instituto Chinoin, A.C.",HERBARIUM,Mexico,GS
1,CICY,PhytoKeys,10.3897/phytokeys.58.6479,MX,"Centro de Investigación Científica de Yucatán, A.C. (CICY)",HERBARIUM,Mexico,GS
3,TI,PhytoKeys,10.3897/phytokeys.58.5292,JP,"Herbarium of the Department of Botany, University of Tokyo",,Japan,GN
4,BNM,PhytoKeys,10.3897/phytokeys.58.5292,CH,"Bündner Naturmuseum, Chur",MUSEUM,Switzerland,GN
3,C,PhytoKeys,10.3897/phytokeys.57.6489,DK,University of Copenhagen,HERBARIUM,Denmark,GN
3,P,PhytoKeys,10.3897/phytokeys.57.6489,,,,,
1,UFP,PhytoKeys,10.3897/phytokeys.57.6489,BR,Universidade Federal de Pernambuco,HERBARIUM,Brazil,GS
2,AS,PhytoKeys,10.3897/phytokeys.57.5784,DE,Paleontological Collection,,Germany,GN
1,CEPEC,PhytoKeys,10.3897/phytokeys.57.5784,BR,"CEPEC, CEPLAC e Universidade Federal do Sul da Bahia",HERBARIUM,Brazil,GS
1,LCU,PhytoKeys,10.3897/phytokeys.57.5784,US,Catholic University of America,HERBARIUM,United States,GN
2,TCD,PhytoKeys,10.3897/phytokeys.57.5339,IE,Trinity College,HERBARIUM,Ireland,GN
2,TEFH,PhytoKeys,10.3897/phytokeys.57.5339,HN,Universidad Nacional Autónoma de Honduras,HERBARIUM,Honduras,GS
3,HUB,PhytoKeys,10.3897/phytokeys.56.5755;10.3897/phytokeys.65.8571,TR,Hacettepe University,HERBARIUM,Turkey,GN
1,KNYA,PhytoKeys,10.3897/phytokeys.56.5755,TR,Selçuk University,HERBARIUM,Turkey,GN
5,AAU,PhytoKeys,10.3897/phytokeys.56.5306,ET,"Addis Ababa University, Department of Biology",,Ethiopia,GS
50,HA,PhytoKeys;ZooKeys,10.3897/phytokeys.56.5306;10.3897/zookeys.769.25258;10.3897/zookeys.523.6114;10.3897/zookeys.529.6139,EC,Universidad del Azuay,HERBARIUM,Ecuador,GS
5,QCNE,PhytoKeys,10.3897/phytokeys.56.5306,EC,Museo Ecuatoriano de Ciencias Naturales del Instituto Nacional de Biodiversidad,HERBARIUM,Ecuador,GS
4,MARY,PhytoKeys,10.3897/phytokeys.134.37979,US,University of Maryland,HERBARIUM,United States,GN
1,MBFU,ZooKeys,10.3897/zookeys.862.34280,,,,,
15,SBMNH,ZooKeys;Subterranean Biology,10.3897/zookeys.860.33597;10.3897/zookeys.860.19961;10.3897/zookeys.622.9411;10.3897/zookeys.615.8125;10.3897/zookeys.601.9040;10.3897/subtbiol.38.64762,US,Santa Barbara Museum of Natural History,MUSEUM,United States,GN
2,NBC,ZooKeys,10.3897/zookeys.858.34663;10.3897/zookeys.906.48501,,,,,
2,FSUNS,ZooKeys,10.3897/zookeys.858.34663,,"Faculty of Science, The University of Novi Sad",,,
18,SZPT,ZooKeys,10.3897/zookeys.857.29011;10.3897/zookeys.852.31611;10.3897/zookeys.993.53805,CN,Shenzhen Polytechnic,,China,GS
16,KPMNH,ZooKeys,10.3897/zookeys.855.35677;10.3897/zookeys.990.55542,,,,,
2,HWML,ZooKeys,10.3897/zookeys.852.28964,US,Howard W. Manter Laboratory of Parasitology,,United States,GN
2,CHE,ZooKeys,10.3897/zookeys.852.28964,FR,Société Nationale des Sciences Naturelles et Mathématiques de Cherbourg,HERBARIUM,France,GN
2,NMN,ZooKeys,10.3897/zookeys.851.31802,GB,Northamptonshire Natural History Society,HERBARIUM,United Kingdom,GN
21,NCSM,ZooKeys,10.3897/zookeys.846.33200;10.3897/zookeys.1030.62544,US,North Carolina Museum of Natural Sciences,MUSEUM,United States,GN
20,MVZ,ZooKeys,10.3897/zookeys.846.33200;10.3897/zookeys.562.6124,US,"Museum of Vertebrate Zoology, University of California Berkeley",MUSEUM,United States,GN
17,NUOL,ZooKeys,10.3897/zookeys.846.33200;10.3897/zookeys.589.7933,,,,,
1,MAKURIWA,ZooKeys,10.3897/zookeys.846.31497,,,,,
1,IINH,ZooKeys,10.3897/zookeys.845.32428,,,,,
2,DZUC,ZooKeys,10.3897/zookeys.841.33549,PT,Departamento de Zoologia da Universidade de Coimbra,,Portugal,GN
